item,title,genres,other
1274,1642,Unknown,0
11092,5254,Unknown,0
10412,3660,Unknown,0
8767,718,R&B,114
10355,3923,Unknown,0
7491,4683,Unknown,0
2848,1229,Rock,134
14455,4881,Unknown,0
12683,3656,Unknown,0
17991,6532,Unknown,0
19534,69,Unknown,0
12404,7422,Unknown,0
15257,4688,Unknown,0
11028,8720,Unknown,0
11440,5193,Unknown,0
9,2976,Blues,47
20473,770,Unknown,0
3747,8422,Techno,18
2940,1582,Unknown,0
3536,5708,Unknown,0
9771,1699,Unknown,0
9918,7172,Unknown,0
13068,4696,Unknown,0
20260,7960,Unknown,0
3761,2655,Unknown,0
16381,6797,Unknown,0
16325,4782,Unknown,0
6053,9421,R&B,114
2763,5245,Pop,106
14092,9184,Unknown,0
4684,4083,Unknown,0
15177,6920,Unknown,0
2683,2923,Unknown,0
16325,4782,Unknown,0
3569,7545,Unknown,0
10269,7616,Unknown,0
3588,6475,Unknown,0
4621,2609,Unknown,0
11350,2017,Unknown,0
20081,7645,Unknown,0
13323,1929,Unknown,0
18888,660,Unknown,0
5079,6918,Rock,134
5071,5242,Unknown,0
9855,789,Unknown,0
5000,9304,Unknown,0
4180,5220,Unknown,0
8596,8078,Rock,134
4185,6989,Unknown,0
2048,2824,Unknown,0
16034,1763,Unknown,0
16061,4524,Unknown,0
1628,8384,Unknown,0
5232,6572,Unknown,0
14801,5229,Rock,134
2491,1926,Unknown,0
7131,7143,Unknown,0
10569,642,Unknown,0
10172,2183,Rock,134
16302,5892,Unknown,0
17568,926,Unknown,0
9123,5045,Rock,134
9387,5797,Unknown,0
12041,6019,Unknown,0
7734,6172,Unknown,0
19396,1988,Unknown,0
17961,3889,Unknown,0
1343,4187,Unknown,0
11806,2166,Unknown,0
2192,2315,Unknown,0
11046,5853,Unknown,0
14903,1983,Unknown,0
1230,8034,R&B,114
8412,8909,Unknown,0
20528,5319,Unknown,0
10497,4261,Unknown,0
15259,2442,Unknown,0
14015,5508,Unknown,0
14397,3482,Unknown,0
10639,6237,Unknown,0
12749,1435,Unknown,0
11483,7960,Unknown,0
1551,4268,Unknown,0
3339,5657,Unknown,0
14370,1409,Unknown,0
19327,3274,Unknown,0
16953,8508,Unknown,0
7068,5574,Unknown,0
12394,2785,Unknown,0
4549,1675,Unknown,0
16629,7107,Unknown,0
7114,1187,Unknown,0
4994,3560,Unknown,0
10727,2022,Unknown,0
1632,1794,Unknown,0
7566,3778,R&B,114
14975,3145,Unknown,0
6015,5568,Unknown,0
19257,924,Unknown,0
840,7639,Unknown,0
18920,3076,Pop,106
6215,2752,Unknown,0
18340,8745,Rock,134
11101,9259,R&B,114
11039,2536,Unknown,0
1741,39,Unknown,0
13644,7088,Unknown,0
7228,1173,Unknown,0
764,310,Unknown,0
11846,4726,Unknown,0
10892,5264,Unknown,0
14170,2952,Unknown,0
14972,7088,Unknown,0
13220,2989,Unknown,0
6774,4271,Unknown,0
2374,6724,Unknown,0
12468,3811,Unknown,0
19694,5178,Unknown,0
4200,9197,Unknown,0
10976,7069,Unknown,0
11300,9406,Unknown,0
8503,1008,Unknown,0
3400,3560,Unknown,0
13674,6853,Unknown,0
18735,7643,Unknown,0
17949,7927,Unknown,0
3755,6469,Unknown,0
5766,5553,Rock,134
12327,6867,Unknown,0
749,1480,Unknown,0
6540,6302,Unknown,0
7892,3712,Unknown,0
16166,4448,Unknown,0
5485,1185,Unknown,0
18251,738,Country,54
7602,8704,Unknown,0
1902,4618,Unknown,0
12174,6370,Unknown,0
7405,6951,Unknown,0
8378,6543,Unknown,0
6273,3832,Unknown,0
16298,8990,Unknown,0
8657,1972,Unknown,0
12235,7259,Unknown,0
347,4061,Unknown,0
4111,6771,Unknown,0
2201,5557,Unknown,0
243,2282,Unknown,0
10769,4700,Unknown,0
15583,6708,Unknown,0
1721,5756,Unknown,0
15633,7904,Unknown,0
9775,6460,Unknown,0
7172,6857,Rock,134
14153,4650,Unknown,0
19901,3329,Unknown,0
16538,3118,Unknown,0
3577,1360,Vocal Jazz,84
4659,7172,Unknown,0
15493,3942,Unknown,0
13298,6218,Unknown,0
15637,7747,Pop,106
7708,3534,Unknown,0
15811,443,Unknown,0
18235,9052,Unknown,0
14406,2995,Unknown,0
3158,787,Unknown,0
744,4684,Unknown,0
4139,5777,Unknown,0
12997,369,Unknown,0
16606,7372,Unknown,0
7769,9416,Unknown,0
10319,8925,Rock,134
355,3944,Unknown,0
19762,5871,Unknown,0
11061,8909,Unknown,0
1282,5045,Unknown,0
13347,6585,Unknown,0
2027,1809,Unknown,0
16241,1883,Unknown,0
16553,8299,Unknown,0
4779,6770,Unknown,0
14823,3442,Unknown,0
1010,2546,Unknown,0
15287,3975,Unknown,0
20139,46,Unknown,0
187,6390,Unknown,0
4770,3065,Unknown,0
10686,2058,Unknown,0
13495,2764,Unknown,0
3967,3371,Unknown,0
7406,3407,Unknown,0
10901,4815,Unknown,0
5425,8666,Unknown,0
1233,2967,Unknown,0
7490,479,Unknown,0
13412,9377,Unknown,0
19427,8403,Unknown,0
10972,7931,Unknown,0
6371,6293,Unknown,0
4969,7064,Unknown,0
10874,714,Unknown,0
9816,61,Unknown,0
15861,4219,Unknown,0
13875,459,Rock,134
1570,4701,Unknown,0
9642,9089,Unknown,0
19461,1537,Comedy,206
1804,8612,Unknown,0
8379,8872,Unknown,0
18831,2017,Unknown,0
12901,2620,Unknown,0
7420,1597,Unknown,0
652,7262,Unknown,0
8260,5649,Unknown,0
2081,3994,Unknown,0
2380,6138,Unknown,0
15063,5869,Unknown,0
17207,7859,Unknown,0
14890,8265,Country,54
8839,1180,Unknown,0
12451,3332,Unknown,0
12263,3437,Unknown,0
16638,634,Unknown,0
1192,1582,R&B,114
7865,8359,Unknown,0
15349,8326,Classic R&B,115
743,2450,Unknown,0
3816,1926,Unknown,0
5132,5864,Unknown,0
13173,6450,Unknown,0
9557,7996,Pop,106
16250,2033,Unknown,0
19270,6918,Rock,134
15023,8453,Unknown,0
17506,1214,Unknown,0
11287,4815,Unknown,0
2681,4881,Unknown,0
16090,6996,Rock,134
5132,5864,Unknown,0
13222,8639,Unknown,0
4501,4293,Folk-Pop,69
7530,5485,Unknown,0
11589,2094,Unknown,0
17,7188,Unknown,0
19279,3901,Unknown,0
237,8761,Unknown,0
3436,3154,Unknown,0
10958,4261,Unknown,0
2635,1501,Unknown,0
9126,950,Unknown,0
20319,7943,Unknown,0
18689,5911,Unknown,0
16834,5777,Unknown,0
2248,8226,Unknown,0
16955,4765,Unknown,0
19546,4101,Unknown,0
16225,6320,Unknown,0
8440,1086,Rock,134
4438,273,R&B,114
3360,8148,Unknown,0
18580,4921,Unknown,0
18157,8608,Unknown,0
17084,7634,Pop,106
11290,4642,Unknown,0
669,4643,Pop,106
7431,39,Unknown,0
19598,6823,Rock,134
6225,352,Unknown,0
13311,5800,Unknown,0
16035,7747,Pop,106
13041,4869,Unknown,0
17499,645,Unknown,0
827,422,Unknown,0
17894,1972,Unknown,0
16366,4374,Unknown,0
16031,6097,Unknown,0
16770,1915,Unknown,0
7208,1284,Unknown,0
1360,2087,Unknown,0
453,3677,Unknown,0
6573,7988,Unknown,0
4791,3776,Unknown,0
20393,6106,Unknown,0
10346,7559,Unknown,0
15811,443,Unknown,0
17152,6390,Unknown,0
18620,1861,Unknown,0
13632,1873,Unknown,0
17219,823,Unknown,0
20185,1314,Unknown,0
13223,7236,Unknown,0
8861,4297,Unknown,0
18360,7324,Unknown,0
5132,5864,Unknown,0
15018,1136,Unknown,0
18404,8347,Unknown,0
11938,1817,Unknown,0
15659,4568,Unknown,0
603,2093,Unknown,0
19398,8720,Unknown,0
4158,4023,Unknown,0
7276,6725,Unknown,0
2190,2988,Unknown,0
14104,1974,Unknown,0
8133,6494,Unknown,0
3365,1583,Unknown,0
8175,6002,Unknown,0
4181,43,Unknown,0
9991,1180,Unknown,0
17416,5522,Unknown,0
16850,8353,Unknown,0
4599,822,Unknown,0
3662,1190,Unknown,0
9001,6872,Unknown,0
632,8929,Unknown,0
16881,1658,Unknown,0
18990,236,Unknown,0
15905,2999,Unknown,0
17423,3174,Unknown,0
2467,1026,Unknown,0
12726,2772,Unknown,0
16745,1144,Unknown,0
9223,8857,Rock,134
164,8949,Unknown,0
7680,3367,Unknown,0
19635,6014,Unknown,0
9700,5227,Unknown,0
1579,3987,Unknown,0
19914,4774,Unknown,0
8538,6832,Unknown,0
1329,6496,Unknown,0
6420,4444,Unknown,0
17361,7644,Unknown,0
8174,3196,Unknown,0
9347,2554,Unknown,0
18448,5928,Unknown,0
4405,3265,Unknown,0
18281,2670,Unknown,0
11537,7039,Unknown,0
12395,584,Unknown,0
3979,5045,Unknown,0
369,4082,Unknown,0
5244,9159,Unknown,0
13530,1879,Unknown,0
5565,7935,Unknown,0
8008,9124,Unknown,0
14694,6340,Unknown,0
7919,3305,Unknown,0
4107,5793,Unknown,0
345,7707,Unknown,0
3456,8053,Unknown,0
5380,7578,Unknown,0
4495,7536,Unknown,0
3945,9414,Unknown,0
13655,6930,Unknown,0
7868,7088,Unknown,0
19660,2887,Unknown,0
16013,4241,Unknown,0
8660,8310,Unknown,0
637,4447,Unknown,0
11020,3598,Unknown,0
12432,7764,Unknown,0
14785,772,Unknown,0
9651,7231,Unknown,0
7813,615,Unknown,0
10994,4459,Unknown,0
17624,4431,Unknown,0
19683,9273,Comedy,206
13132,5396,Unknown,0
14701,3058,Unknown,0
14216,7576,Unknown,0
15298,8269,Unknown,0
15022,4844,Unknown,0
2613,4619,Rock,134
3795,3708,Unknown,0
17757,9398,Unknown,0
2581,8153,Unknown,0
18633,1968,Unknown,0
3963,1280,Unknown,0
12673,6346,Unknown,0
15649,6959,Unknown,0
13480,8981,Unknown,0
13154,593,Unknown,0
10984,3677,Rock,134
18687,342,Unknown,0
15458,4624,Unknown,0
3323,4815,Unknown,0
18574,7493,Classic R&B,115
20224,4686,Unknown,0
7946,7321,Unknown,0
15166,3058,Unknown,0
3158,787,Unknown,0
732,4569,Unknown,0
12289,3392,Unknown,0
6643,6517,Unknown,0
20471,418,Unknown,0
17,7188,Unknown,0
19922,8825,Unknown,0
16170,6102,Unknown,0
19270,6918,Rock,134
15458,4624,Unknown,0
928,7349,Rock,134
298,7578,Unknown,0
4,483,Unknown,0
3322,940,Unknown,0
15692,221,Unknown,0
14391,7937,Unknown,0
7477,6585,Mainstream Dance,14
8713,5568,Unknown,0
3145,1257,Unknown,0
13560,4302,Unknown,0
8752,1722,Unknown,0
7214,3827,Unknown,0
8565,1582,R&B,114
6465,8647,Unknown,0
17935,5030,Unknown,0
14431,7595,Rock,134
19546,4101,Unknown,0
4242,1581,Unknown,0
19283,7635,Unknown,0
19528,336,Unknown,0
182,6183,Unknown,0
13757,3743,Unknown,0
6568,5202,Unknown,0
1747,2565,Unknown,0
7114,1187,Unknown,0
18007,2167,Unknown,0
18926,6122,Unknown,0
776,5890,Unknown,0
730,5083,R&B,114
3085,4931,Unknown,0
17718,9142,Unknown,0
8893,7818,Unknown,0
17103,6782,Unknown,0
20537,5650,Unknown,0
4682,3869,Unknown,0
15142,3917,Unknown,0
9791,9350,Unknown,0
9280,312,Unknown,0
12990,4042,Unknown,0
16482,4716,Unknown,0
17613,7364,Unknown,0
15392,4937,Unknown,0
17121,5827,Unknown,0
17350,1926,Unknown,0
4539,2988,Unknown,0
9634,1690,Unknown,0
16313,6853,Unknown,0
4800,8622,Unknown,0
1435,221,Unknown,0
12624,6766,Unknown,0
4827,7374,Unknown,0
9258,8342,Unknown,0
8596,8078,Rock,134
8476,6928,Unknown,0
1551,345,Unknown,0
1092,4190,Unknown,0
19071,4815,Unknown,0
5231,1896,Unknown,0
7192,4223,Unknown,0
5544,1752,Unknown,0
16131,5864,Rock,134
19238,5719,Unknown,0
14336,5950,Unknown,0
57,1940,Unknown,0
11710,9054,Unknown,0
16795,1838,Unknown,0
7067,2020,Classic Rock,135
10257,5730,Unknown,0
6469,367,Unknown,0
18443,4319,Unknown,0
6603,6011,Unknown,0
4741,8154,Unknown,0
19751,1752,Unknown,0
19107,7495,Unknown,0
15411,9429,Unknown,0
3365,1583,Unknown,0
577,3042,Unknown,0
19551,4034,Unknown,0
13497,8798,Unknown,0
10535,6050,Unknown,0
15447,3704,Unknown,0
20492,3536,Unknown,0
242,7702,Unknown,0
6668,1637,Unknown,0
2878,4532,Unknown,0
362,6246,Unknown,0
19634,7965,Country,54
3357,996,Unknown,0
7475,8078,Rock,134
19272,5052,Unknown,0
11913,764,Unknown,0
18131,2870,Unknown,0
19543,2995,Unknown,0
17817,8650,Rock,134
19301,7381,Unknown,0
1867,8909,Unknown,0
15214,1229,Rock,134
8723,2067,Unknown,0
608,3811,Unknown,0
13511,7927,Unknown,0
435,7709,Unknown,0
7802,5785,Unknown,0
16755,8536,Rock,134
9346,4096,Unknown,0
10784,1618,Unknown,0
13709,1363,Unknown,0
8355,1972,R&B,114
8454,7121,Unknown,0
13164,2488,Unknown,0
5281,8277,Unknown,0
6332,8355,Unknown,0
14673,7267,Unknown,0
20312,5853,Unknown,0
16357,1437,Unknown,0
19034,1983,Unknown,0
17908,664,Unknown,0
18954,7595,Unknown,0
19177,7595,Rock,134
9393,5586,Unknown,0
11909,6788,Unknown,0
19953,8757,Unknown,0
9882,1257,Unknown,0
15992,5888,Unknown,0
16188,5025,Unknown,0
10175,4188,Unknown,0
10395,2616,Unknown,0
16154,39,Unknown,0
4490,8065,Rock,134
18411,8888,Unknown,0
19832,51,Unknown,0
5192,4817,Unknown,0
3892,2551,Unknown,0
11756,7107,Modern Rock,159
4354,5511,R&B,114
9269,5557,Unknown,0
19931,8560,Folk,65
4136,222,Unknown,0
8240,3065,Unknown,0
13815,8261,Unknown,0
11414,8415,Unknown,0
6739,9414,Unknown,0
11180,3784,Rock,134
15078,229,Rap,35
18006,6960,Unknown,0
15743,2640,Unknown,0
8245,3793,Unknown,0
9593,5225,Unknown,0
17691,3988,Unknown,0
19106,7092,Unknown,0
12856,7423,Unknown,0
9783,142,Unknown,0
14806,958,Unknown,0
5724,3536,Unknown,0
2264,6637,Unknown,0
6995,6951,Unknown,0
15424,1179,Unknown,0
16535,7706,Rock,134
9965,3111,Unknown,0
1505,2820,Unknown,0
4873,2854,Country,54
19590,4716,Unknown,0
7445,5499,Rap,35
16987,9414,Unknown,0
2803,7034,Unknown,0
14341,3220,Unknown,0
7313,1267,Unknown,0
660,5531,Unknown,0
16470,6913,Unknown,0
108,6262,R&B,114
9215,8667,Unknown,0
9855,789,Unknown,0
3800,4643,Unknown,0
14141,4560,Unknown,0
224,5871,Unknown,0
19417,8266,Unknown,0
17928,3603,Unknown,0
19736,6631,Country,54
7186,2664,Unknown,0
6684,1311,Unknown,0
3519,1855,Rock,134
5165,5793,Unknown,0
18740,6916,Unknown,0
17847,8140,Unknown,0
3908,8058,Unknown,0
10726,6362,Religious,123
11391,1842,Unknown,0
884,6019,Unknown,0
3813,8530,Unknown,0
9370,5365,Unknown,0
7149,5072,Unknown,0
2932,7368,Unknown,0
4641,8255,Country,54
3873,4887,Unknown,0
2722,4776,Unknown,0
20347,4448,Unknown,0
7968,4662,Unknown,0
1660,1919,Unknown,0
247,557,Unknown,0
17498,8857,Unknown,0
8478,8027,Unknown,0
2054,1646,Unknown,0
10183,3969,Unknown,0
5902,1787,Unknown,0
9298,1040,Unknown,0
20250,1140,Unknown,0
6921,7267,Unknown,0
3402,881,Unknown,0
8011,6166,Unknown,0
3056,3977,Unknown,0
17033,8089,Unknown,0
6172,1123,Unknown,0
16968,6728,Unknown,0
17630,9209,Country,54
19863,7024,Unknown,0
7926,2150,Unknown,0
14383,7719,Unknown,0
17267,3492,Unknown,0
3727,3386,Unknown,0
20305,8970,Unknown,0
17113,591,Rock,134
9197,5377,Speed Metal,149
2551,1838,Unknown,0
15177,6920,Unknown,0
9442,6390,Unknown,0
3115,2922,Unknown,0
14676,5050,Unknown,0
19262,4901,Unknown,0
17084,7634,Pop,106
3475,5785,Unknown,0
2448,4587,Unknown,0
3277,226,Unknown,0
7869,7688,Pop,106
8177,9302,Unknown,0
14513,6050,Unknown,0
16699,9239,Unknown,0
10201,3071,Unknown,0
9608,7923,R&B,114
1517,6085,Unknown,0
15731,8034,R&B,114
19646,2440,Unknown,0
5596,2980,Unknown,0
6465,8647,Unknown,0
9119,5234,Unknown,0
8796,3702,Unknown,0
14210,5936,Unknown,0
14865,273,Unknown,0
326,2785,Unknown,0
701,6168,Unknown,0
4064,147,Unknown,0
2983,395,Unknown,0
3352,1107,R&B,114
4291,6099,Unknown,0
18831,2017,Unknown,0
12276,886,Unknown,0
4245,507,Unknown,0
235,4459,Unknown,0
3207,5699,Pop,106
3775,1638,Unknown,0
9205,6616,Unknown,0
7940,8932,R&B Gospel,128
11124,4023,Unknown,0
7132,5295,Unknown,0
18655,460,Unknown,0
8147,1166,Rock,134
4888,3842,Unknown,0
17124,7105,Unknown,0
1203,8888,Pop,106
2402,7693,Unknown,0
11047,2389,Pop,106
5431,267,Unknown,0
4450,2697,Unknown,0
12019,8293,Unknown,0
10666,150,Unknown,0
10470,3586,Unknown,0
18219,9317,Unknown,0
14080,4720,Unknown,0
909,5534,Unknown,0
15858,6143,Unknown,0
18624,4484,Unknown,0
19523,8949,Unknown,0
8350,8176,Unknown,0
8850,9433,Unknown,0
3483,5531,Unknown,0
8848,6925,Unknown,0
4486,8420,Unknown,0
10853,6640,Unknown,0
8035,2640,Pop,106
4824,997,Rap,35
14339,4946,Unknown,0
16767,95,Unknown,0
8059,6546,Unknown,0
12302,9197,Country,54
5853,5578,Unknown,0
6011,2020,Classic Rock,135
734,292,Unknown,0
2237,3893,Rock,134
4574,8021,Rock,134
9447,6805,Unknown,0
1259,6913,Unknown,0
16280,5685,Unknown,0
5141,5566,Unknown,0
4396,7896,Unknown,0
10445,5901,Unknown,0
9641,7590,Funk,118
6633,4643,Unknown,0
1414,4338,Unknown,0
2491,1926,Unknown,0
18833,3613,Unknown,0
10078,3980,Unknown,0
1585,1485,Rock,134
2488,7366,Unknown,0
19120,5429,Unknown,0
9973,6350,Unknown,0
1122,3282,Unknown,0
17413,5045,Unknown,0
19284,553,Unknown,0
20110,1062,Unknown,0
3626,5390,Unknown,0
8878,6913,Pop,106
13460,5668,Unknown,0
13566,774,Unknown,0
16799,7709,Unknown,0
17715,6829,Unknown,0
2790,7422,Unknown,0
13816,5834,Unknown,0
10871,5016,Unknown,0
3368,5874,Unknown,0
12840,1381,Unknown,0
11044,6166,Christmas,71
1203,8888,Pop,106
12968,5926,Unknown,0
1675,8246,Unknown,0
7640,2220,Unknown,0
9956,7050,Unknown,0
13885,2441,Unknown,0
3419,1736,Unknown,0
591,8434,Unknown,0
17430,5035,Pop,106
19657,2536,Unknown,0
17944,4165,Unknown,0
6622,373,Unknown,0
8397,5177,Unknown,0
14801,5229,Rock,134
12001,927,Unknown,0
3339,5657,Unknown,0
16895,2321,Unknown,0
13699,1476,Unknown,0
7818,7267,Unknown,0
14820,3944,Unknown,0
9719,4535,Unknown,0
7124,3704,Unknown,0
392,6305,Unknown,0
8477,2452,Unknown,0
15039,2136,Unknown,0
11379,3071,Unknown,0
3425,6606,Unknown,0
10984,3677,Rock,134
10844,5957,Unknown,0
7530,5485,Unknown,0
19605,1786,Unknown,0
16610,1209,Unknown,0
14218,8652,Unknown,0
17038,651,Unknown,0
216,7719,Unknown,0
13002,4291,Unknown,0
776,5890,Unknown,0
11657,3166,Unknown,0
505,862,Unknown,0
10976,79,Unknown,0
9469,8301,Rock,134
12491,7688,Unknown,0
14733,2284,Unknown,0
10107,6262,R&B,114
1213,6088,Unknown,0
7792,7372,Unknown,0
9619,1529,Unknown,0
9704,2868,Unknown,0
14136,8121,Unknown,0
7570,1926,Unknown,0
9370,5365,Unknown,0
13682,5221,Unknown,0
15127,1715,Unknown,0
17187,2389,Unknown,0
8098,3466,Unknown,0
14087,486,Unknown,0
2803,7034,Unknown,0
3443,6071,Unknown,0
3998,862,Unknown,0
4876,39,Unknown,0
18954,7595,Unknown,0
586,6734,Unknown,0
6887,7349,Unknown,0
16592,9031,Unknown,0
11046,5853,Unknown,0
1551,6377,Unknown,0
14821,8472,Unknown,0
3005,7523,Unknown,0
1491,5146,Unknown,0
569,8324,Unknown,0
13702,5198,Unknown,0
5090,7735,Unknown,0
13422,7271,Unknown,0
8196,8473,Unknown,0
16244,4622,Unknown,0
8330,5996,Unknown,0
1874,7656,Unknown,0
14979,5365,Unknown,0
6555,5853,Unknown,0
14105,1582,Unknown,0
19184,5282,Unknown,0
7036,8024,Unknown,0
11012,8078,Rock,134
13447,6284,Unknown,0
20045,9040,Death Metal,151
9902,5510,Unknown,0
16409,2100,Unknown,0
9142,292,Unknown,0
9030,773,Unknown,0
4149,4664,Unknown,0
7496,7052,Unknown,0
3684,2616,Unknown,0
8210,6930,Unknown,0
6104,8277,Unknown,0
18758,1022,Unknown,0
6997,2438,Rock,134
18597,1873,Unknown,0
19036,7088,Unknown,0
8516,5459,Unknown,0
14660,4388,Unknown,0
8880,6640,Unknown,0
11689,2943,Unknown,0
3102,5472,Unknown,0
1287,6416,Unknown,0
20036,3951,Unknown,0
10178,8254,Unknown,0
238,2564,Country,54
10578,1175,Unknown,0
19914,4774,Unknown,0
18352,1229,Unknown,0
10845,5095,Unknown,0
13346,9109,Unknown,0
50,9302,Unknown,0
15640,7050,Unknown,0
10301,6998,Modern Blues,50
8480,5979,Unknown,0
11986,147,Unknown,0
15915,5305,Unknown,0
11751,5926,Rock,134
5676,6468,Unknown,0
7677,8569,Unknown,0
10018,7300,Unknown,0
9056,4203,Unknown,0
17656,6080,Unknown,0
4448,5540,Unknown,0
3890,6857,Unknown,0
17894,1972,Unknown,0
9810,7834,Unknown,0
19691,473,Unknown,0
10852,6351,Unknown,0
10666,150,Unknown,0
19598,6823,Rock,134
12269,958,Country,54
18005,5970,Unknown,0
5766,5553,Rock,134
4610,1954,Unknown,0
4809,3068,Unknown,0
4455,2653,Unknown,0
19592,4410,Unknown,0
4519,7088,Unknown,0
9539,2820,Unknown,0
19350,535,Speed Metal,149
1026,7079,Unknown,0
2897,1043,Unknown,0
10637,4021,Unknown,0
15087,1717,Unknown,0
6811,4459,Unknown,0
730,5083,R&B,114
11977,1583,Unknown,0
18059,1730,Rock,134
15031,8121,Unknown,0
11897,7371,Unknown,0
13354,3373,Pop,106
14425,4806,Unknown,0
8660,5821,Unknown,0
2385,8976,Unknown,0
10974,709,Unknown,0
9489,9133,Unknown,0
17498,8857,Unknown,0
1928,5713,Unknown,0
18401,3371,Unknown,0
5821,8066,Unknown,0
3384,556,Unknown,0
7564,9088,Unknown,0
13113,8608,Folk,65
10384,2194,Unknown,0
9152,8536,Unknown,0
337,5947,Rock,134
19691,473,Unknown,0
16726,717,Unknown,0
8876,6393,Unknown,0
9145,2716,Unknown,0
14713,5689,Unknown,0
3234,3733,Unknown,0
16921,4462,Unknown,0
8513,5307,Unknown,0
12463,1396,Unknown,0
17592,8888,Unknown,0
5817,8804,Unknown,0
4489,8021,Unknown,0
6668,1637,Unknown,0
15466,2157,Rock,134
18642,5396,Unknown,0
13216,8334,Unknown,0
20067,1926,Unknown,0
17379,2632,Unknown,0
16143,9273,Unknown,0
12812,3101,Unknown,0
6678,5658,Unknown,0
14273,7324,Unknown,0
1594,4605,Comedy,206
11399,8912,Unknown,0
2516,1486,Unknown,0
3145,1257,Unknown,0
10809,4761,Unknown,0
6493,4617,Unknown,0
3832,8419,R&B,114
17328,5814,Unknown,0
15060,8671,Unknown,0
9816,61,Unknown,0
3115,2922,Unknown,0
9352,4124,Unknown,0
14903,1983,Unknown,0
16088,5282,Rock,134
79,1597,Unknown,0
17622,8116,Unknown,0
17064,6537,Unknown,0
17611,3704,Unknown,0
11620,2640,Pop,106
11897,7371,Unknown,0
19010,5869,Unknown,0
16236,5871,Unknown,0
13045,7423,Unknown,0
16270,664,Unknown,0
2898,6636,Unknown,0
19006,5511,Unknown,0
17012,4876,Unknown,0
6575,1682,Unknown,0
8399,1896,Unknown,0
17572,5626,Unknown,0
13935,3474,Unknown,0
9264,7841,Unknown,0
17639,6390,Unknown,0
16142,3951,Unknown,0
8091,4136,Jazz,74
13067,229,Unknown,0
12468,3811,Unknown,0
14352,5890,Unknown,0
3337,5970,Unknown,0
3980,1924,Unknown,0
9614,5890,Unknown,0
12428,3174,Unknown,0
20119,2653,Unknown,0
11460,7705,Unknown,0
5320,719,Unknown,0
7750,3332,Unknown,0
6933,4688,Unknown,0
17998,972,Unknown,0
11562,7240,Unknown,0
16770,1915,Unknown,0
15989,5845,Unknown,0
18116,2785,Unknown,0
10203,4454,Unknown,0
12953,3845,Unknown,0
5241,5282,Unknown,0
10788,4791,Blues,47
5045,1391,Unknown,0
11140,6024,Unknown,0
13419,6585,Mainstream Dance,14
16142,3951,Unknown,0
2153,8078,Unknown,0
1945,1974,Unknown,0
1326,8510,Unknown,0
10360,2999,Pop,106
1977,474,Unknown,0
5393,6133,Religious,123
6942,728,Unknown,0
20483,1772,Unknown,0
3360,8148,Unknown,0
3764,7669,Unknown,0
2239,1513,Unknown,0
18897,7386,Unknown,0
16939,4766,Unknown,0
2183,1456,Unknown,0
19913,9414,Unknown,0
15430,2058,Unknown,0
5150,5467,Pop,106
19981,8804,Unknown,0
257,4393,Unknown,0
11751,5926,Rock,134
966,1569,Unknown,0
11984,2546,Unknown,0
5983,770,Unknown,0
3035,221,Unknown,0
2542,3623,Unknown,0
11500,374,R&B,114
17671,3053,Unknown,0
19316,2498,Rap,35
14722,2384,Unknown,0
20345,2535,Unknown,0
6639,7918,Unknown,0
499,8666,Unknown,0
5464,8760,Unknown,0
9935,2899,Unknown,0
1481,5372,Unknown,0
12465,5691,Unknown,0
19550,7243,Unknown,0
9674,7341,Unknown,0
7120,5886,Rap,35
13699,1476,Unknown,0
2290,1545,Unknown,0
7554,6913,Pop,106
6382,1795,Unknown,0
19029,7511,Unknown,0
14062,7881,Unknown,0
5212,9315,Unknown,0
17657,2247,Unknown,0
17513,4083,Rock,134
15017,6086,Unknown,0
15337,557,Unknown,0
17774,8888,Pop,106
1180,6928,Unknown,0
17402,4592,Unknown,0
16626,8861,Unknown,0
869,6434,Unknown,0
801,7595,Rock,134
6427,6005,Unknown,0
7861,5333,Unknown,0
10803,4505,Unknown,0
11061,8909,Unknown,0
13436,5864,Rock,134
10310,6438,Unknown,0
20263,3733,Rock,134
7046,8715,Unknown,0
4773,6669,Unknown,0
16609,2667,Unknown,0
3347,5853,Unknown,0
18771,3395,Comedy,206
246,4137,Unknown,0
5402,1455,Unknown,0
9608,7923,R&B,114
10144,4000,Unknown,0
10064,3274,Unknown,0
346,360,Unknown,0
10523,5864,Unknown,0
8462,5380,Easy Listening,211
3616,7950,Unknown,0
15318,3827,Unknown,0
1805,7481,Unknown,0
17350,1926,Unknown,0
9557,7996,Pop,106
16051,9434,Unknown,0
1057,6573,Unknown,0
6416,1665,Unknown,0
3150,1685,Unknown,0
19660,2887,Unknown,0
1845,2742,Unknown,0
13132,5396,Unknown,0
7439,4408,Unknown,0
15795,6711,Unknown,0
7096,7168,Unknown,0
5201,6525,Unknown,0
12513,7052,Unknown,0
7202,5024,Unknown,0
17676,3081,Unknown,0
14736,3651,Unknown,0
2865,6812,Unknown,0
5965,344,Unknown,0
15000,7688,Pop,106
18890,515,Unknown,0
17913,6328,Unknown,0
15285,2722,Unknown,0
12616,4719,Unknown,0
12689,9264,Unknown,0
8421,5485,Unknown,0
11604,5113,Unknown,0
4333,4083,Rock,134
19728,5439,Unknown,0
12366,7008,Unknown,0
15440,6017,Unknown,0
12657,3677,Unknown,0
4807,8121,Unknown,0
7895,7041,Pop,106
10121,2183,Rock,134
8512,1015,Unknown,0
